,,,,,          ,,,,,
,,,,,,,,,,
,017,10678,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,M 1300-1650,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,021,10679,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,T 0800-1150,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,026,10691,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,T 1300-1650,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,027,10690,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,T 1300-1650,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,031,10684,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,W 0800-1150,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,032,10683,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,W 0800-1150,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,036,10689,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,W 1300-1650,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,041,10687,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,R 0800-1150,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,045,10688,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,R 1300-1650,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,046,10680,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,R 1300-1650,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,931,10682,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,W 1740-2130,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,932,10686,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,W 1740-2130,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,941,10692,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,R 1740-2130,SRTC 355,,
,,,,,,,,,,
,,,,,,,,,,
,942,10681,ORGANIC CHEM LAB I,2,"Schwartz, Keith",,R 1740-2130,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
CH 384,001,10698,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,W 1800-1950,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,002,10707,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,W 1130-1320,NH 47,,
,,,,,,,,,,
,,,,,,,,,,
,003,10699,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,W 1600-1750,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,004,10708,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1000-1200,SB1 304,,
,,,,,,,,,,
,,,,,,,,,,
,005,10695,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1000-1150,CH 359,,
,,,,,,,,,,
,,,,,,,,,,
,006,10700,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1000-1150,SRTC 155,,
,,,,,,,,,,
,,,,,,,,,,
,007,10694,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1200-1350,NH 307,,
,,,,,,,,,,
,,,,,,,,,,
,008,10701,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1200-1350,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,009,10693,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1400-1550,CH 359,,
,,,,,,,,,,
,,,,,,,,,,
,010,10704,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1400-1550,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,011,10703,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1600-1750,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,012,10702,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1800-1950,NH 389,,
,,,,,,,,,,
,,,,,,,,,,
,013,10696,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1000-1150,CH 371,,
,,,,,,,,,,
,,,,,,,,,,
,014,10697,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,R 1200-1350,UTS 209,,
,,,,,,,,,,
,,,,,,,,,,
,016,10705,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,W 1130-1320,SEC 156,,
,,,,,,,,,,
,,,,,,,,,,
,017,10706,ORG CHEM WORKSHOP I,1,"Schwartz, Keith",,W 1015-1205,NH 382,,
,,,,,,,,,,
,,,,,,,,,,
CH 404,001,10709,INTERN: TA PREP,1,,,T 1300-1400,NH 381,,
,,,,,,,,,,
,,,,,,,,,,
,002,16514,INTERN: TA PREP,1,"Atkinson, Dean",MI,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 407,001,10710,SEM: CHEM SEMINAR,1,"Stuart, David",GT,F 1515-1620,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
CH 408,001,10712,WORKSHOP LEADER,1,"Schwartz, Keith",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,002,10713,WORKSHOP LEADER,2,"Schwartz, Keith",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,003,10711,WORKSHOP LEADER,3,"Schwartz, Keith",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
CH 410,001,10715,TOP: INTRO ELECTRONIC MATERIAL,4,,,MW 1840-2030,,,
,,,,,,,,,,
,,,,,,,,,,
,002,10714,TOP: ORGANOMETALLIC CHEMISTRY,4,"Stuart, David",TN,TR 1640-1830,CH 324,,
,,,,,,,,,,
,,,,,,,,,,
,003,15478,TOP: NANOMATERIALS,4,"Rananavare, Shankar",QO,MW 1840-2030,LH 301,,
,,,,,,,,,,
,,,,,,,,,,
,004,10717,TOP: EVERYTHING DNA,4,"Benight, Albert",YA,M 1730-2110,OND 220,,
,,,,,,,,,,
,,,,,,,,,,
,009,10718,TOP: SCIENTIFIC GLASSBLOWING I,1,"Reingold, Iver",SZ,F 1330-1430,NH 387,,
,,,,,,,,,,
,,,,,,,,,,
,010,10719,TOP: SCIENTIFIC GLASSBLOWING I,1,"Reingold, Iver",TC,W 1330-1430,CH 53,,
,,,,,,,,,,
,,,,,,,,,,
,011,10716,TOP: SURVY FACULTY RES,1,,,T 1200-1300,SRTC 166,,
,,,,,,,,,,
,,,,,,,,,,
,012,16230,TOP: PHOTOCHEMISTRY,4,"McCormick, Theresa",IC,MW 1640-1830,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
,013,16512,TOP: SURVY FACULTY RES,1,"Iwata-Reuyl, Dirk",MF,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 411,001,10720,ADV INORGANIC I,4,"Goforth, Andrea",AN,MWF 1015-1120,LH 301,,
,,,,,,,,,,
,,,,,,,,,,
CH 436,001,10721,SPECTROMETR ANALYSIS,3,"McCormick, Theresa",BU,MWF 0900-0950,SB1 107,,
,,,,,,,,,,
,,,,,,,,,,
CH 437,021,10723,SPECTRO ANALYS LAB,1,"McCormick, Theresa",KN,T 0900-1150,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,036,10724,SPECTRO ANALYS LAB,1,"McCormick, Theresa",JR,W 1400-1650,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,041,10722,SPECTRO ANALYS LAB,1,"McCormick, Theresa",IE,R 0900-1150,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
CH 440,001,10725,PHYSICAL CHEMISTRY,4,"Simoyi, Reuben",CU,MWF 1245-1350,HOFF 109,,
,,,,,,,,,,
,,,,,,,,,,
CH 443,001,10726,NUMERICAL DATA ANLYS MDLG CH,2,,,M 1640-1830,,,
,,,,,,,,,,
,,,,,,,,,,
,002,16340,NUMERICAL DATA ANLYS MDLG CH,2,"Atkinson, Dean",ID,MW 1640-1830,NH 96,,
,,,,,,,,,,
,,,,,,,,,,
CH 490,001,10727,BIOCHEM STRUCTURE & FUNCTION,4,"Peyton, David",DW,MWF 1130-1235,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
CH 504,001,10728,INTERN: TA PREP,1,,,T 1300-1400,NH 381,,
,,,,,,,,,,
,,,,,,,,,,
,002,16515,INTERN: TA PREP,1,"Atkinson, Dean",MI,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 507,001,10729,SEM: CHEM SEMINAR,1,"Stuart, David",GT,F 1515-1620,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
,002,10730,SEM: CHEM SEMINAR - GRADED,1,"Stuart, David",GT,F 1515-1620,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
,003,10731,SEM: CHEMISTRY SEMINAR PREP,2,"Iwata-Reuyl, Dirk",,F 1400-1450,CH 254,,
,,,,,,,,,,
,,,,,,,,,,
CH 510,001,10733,TOP: INTRO ELECTRONIC MATERIAL,4,,,MW 1840-2030,,,
,,,,,,,,,,
,,,,,,,,,,
,002,10732,TOP: ORGANOMETALLIC CHEMISTRY,4,"Stuart, David",TN,TR 1640-1830,CH 324,,
,,,,,,,,,,
,,,,,,,,,,
,003,15480,TOP: NANOMATERIALS,4,"Rananavare, Shankar",QO,MW 1840-2030,LH 301,,
,,,,,,,,,,
,,,,,,,,,,
,004,10735,TOP: EVERYTHING DNA,4,"Benight, Albert",YA,M 1730-2110,OND 220,,
,,,,,,,,,,
,,,,,,,,,,
,009,10736,TOP: SCIENTIFIC GLASSBLOWING I,1,"Reingold, Iver",SZ,F 1330-1430,NH 387,,
,,,,,,,,,,
,,,,,,,,,,
,010,10737,TOP: SCIENTIFIC GLASSBLOWING I,1,"Reingold, Iver",TC,W 1330-1430,CH 53,,
,,,,,,,,,,
,,,,,,,,,,
,011,10734,TOP: SURVY FACULTY RES,1,,,T 1200-1300,SRTC 166,,
,,,,,,,,,,
,,,,,,,,,,
,012,16229,TOP: PHOTOCHEMISTRY,4,"McCormick, Theresa",IC,MW 1640-1830,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
,013,16513,TOP: SURVY FACULTY RES,1,"Iwata-Reuyl, Dirk",MF,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 511,001,10738,ADV INORGANIC I,4,"Goforth, Andrea",AN,MWF 1015-1120,LH 301,,
,,,,,,,,,,
,,,,,,,,,,
CH 536,001,10739,SPECTROMETR ANALYSIS,3,"McCormick, Theresa",BU,MWF 0900-0950,SB1 107,,
,,,,,,,,,,
,,,,,,,,,,
CH 537,021,10741,SPECTRO ANALYS LAB,1,"McCormick, Theresa",KN,T 0900-1150,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,036,10742,SPECTRO ANALYS LAB,1,"McCormick, Theresa",JR,W 1400-1650,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
,041,10740,SPECTRO ANALYS LAB,1,"McCormick, Theresa",IE,R 0900-1150,SRTC 361,,
,,,,,,,,,,
,,,,,,,,,,
CH 540,001,10743,PHYSICAL CHEMISTRY,4,"Simoyi, Reuben",CU,MWF 1245-1350,HOFF 109,,
,,,,,,,,,,
,,,,,,,,,,
CH 543,001,10744,NUMERICAL DATA ANLYS MDLG CH,2,,,M 1640-1830,,,
,,,,,,,,,,
,,,,,,,,,,
,002,16339,NUMERICAL DATA ANLYS MDLG CH,2,"Atkinson, Dean",ID,MW 1640-1830,NH 96,,
,,,,,,,,,,
,,,,,,,,,,
CH 590,001,10745,BIOCHEM STRUCTURE & FUNCTION,4,"Peyton, David",DW,MWF 1130-1235,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
CH 601,0,16108,RES: SOLAR CELL QD,9,"Johansson, Lars Erik",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16172,RES: RESEARCH,9,"Goforth, Andrea",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16451,RESEARCH,5,"McCormick, Theresa",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16483,RES: CLAS,9,"Woods, Mark",,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 603,0,16180,DISSERTATION,1 - 12,"Goforth, Andrea",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16443,DISSERTATION,1 - 12,"Reynolds, Kevin",,,,,
,,,,,,,,,,
,,,,,,,,,,
CH 699,001,16374,OHSU CONJ 662 GENETIC MCHNISMS,4,"Perona, John",,,OFFCAM,,
,,,,,,,,,,
,,,,,,,,,,
CHLA: Chicano-Latino,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
CHLA 201,002,10749,INTRO TO CHICANO/LATINO I,4,"De Anda, Robert",,MW 1000-1150,UTS 304,,
,,,,,,,,,,
,,,,,,,,,,
CHLA 301U,001,10750,CHICANO/LATINO COMMUNITIES,4,"De Anda, Robert",,MW 1400-1550,PSC 218,,
,,,,,,,,,,
,,,,,,,,,,
CHLA 302U,001,10751,SURV OF CH/LA LIT,4,"Aviles, Elena",,TR 1000-1150,PSC 218,,
,,,,,,,,,,
,,,,,,,,,,
CHLA 303U,002,10752,CHICANA/LATINA EXPERIENCE,4,"Mejia, Angie",,M 1730-2110,XSB 201,,
,,,,,,,,,,
,,,,,,,,,,
CHLA 325,MKR,16065,MEXICAN AMERICAN HISTORY I,4,"Rodriguez, Marc",JL,MW 1400-1550,NH 391,,
,,,,,,,,,,
,,,,,,,,,,
CHLA 330,001,10753,LATINO POPULAR CULTURE,4,"Martinez, Anthony",,TR 1200-1350,PSC 218,,
,,,,,,,,,,
,,,,,,,,,,
CHN: Chinese,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
CHN 101,001,10757,FIRST-YEAR CHINESE TM1,5,,,MWF 0800-0930,NH 42,,
,,,,,,,,,,
,,,,,,,,,,
,002,10756,FIRST-YEAR CHINESE TM1,5,,,MWF 1200-1330,UTS 306,,
,,,,,,,,,,
,,,,,,,,,,
CHN 201,001,10758,SECOND-YEAR CHINESE TM1,5,"Wadley, Stephen",,MTWRF 0900-0950,CH 321,,
,,,,,,,,,,
,,,,,,,,,,
CHN 301,001,10759,THIRD-YEAR CHINESE TM1,4,"Pease, Jonathan",,TR 1000-1150,NH 366,,
,,,,,,,,,,
,,,,,,,,,,
CHN 311,001,14434,INTRO TO CLASSICAL CHINESE TM1,4,"Wadley, Stephen",,TR 1400-1550,NH 358,,
,,,,,,,,,,
,,,,,,,,,,
CHN 411,001,14435,ADVANCED CHINESE,4,"Pease, Jonathan",ZF,MW 1200-1350,SRTC 104,,
,,,,,,,,,,
,,,,,,,,,,
CHN 511,001,14436,ADVANCED CHINESE,4,"Pease, Jonathan",ZF,MW 1200-1350,SRTC 104,,
,,,,,,,,,,
,,,,,,,,,,
CI: Curriculum & Instruction,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
CI 409,136,16148,PRAC: ESL/BILINGUAL,3,"Pullen, Lynda",PJ,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
CI 410,001,10763,TOP: LANGUAGE OF ART ECE,1,"Carlis, Elizabeth",DM,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,008,16214,TOP: ECE GUID DISC SPRT FOR LN,3,"Rector, Shiela",DA,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 432,110,15804,COMPUTER APPS FOR CLASSROOM,3,"Thomas, Stephanie",EH,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 443,001,14851,EFFECTIVE TEACHING STRATEGIES,3,"Gambrell, James",DZ,R 1840-2120,BHB 220,,
,,,,,,,,,,
,,,,,,,,,,
CI 472,001,10767,LANG & LITERACY/ECE,3,"Ranker, Jason",YN,W 1600-1830,BHB 220,,
,,,,,,,,,,
,,,,,,,,,,
CI 501,0,16347,RES: BOYS & WRTG: MOTV,3,"Stevens, Dannelle",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16413,RES: TAG TCHR NEEDS,3,"Stevens, Dannelle",,,,,
,,,,,,,,,,
,,,,,,,,,,
CI 504,0,16288,INTERN: ECE CHINESE TEACHING,3,"Stevens, Dannelle",,,,,
,,,,,,,,,,
,,,,,,,,,,
CI 506,0,15898,PROJ: LATINO STU RDG,3,"Stevens, Dannelle",,,,,
,,,,,,,,,,
,,,,,,,,,,
CI 509,0,16130,PRAC: MATH LDRSHP,3,"Rigelman, Nicole",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16444,PRAC: FULL-TIME S TCH,9,"Swanson, Wendy",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16492,PRAC: ST TEACH 2 MID LEVEL,9,"Ruben, Barbara",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16493,PRAC: ST TEACH 2 MID LEVEL,6,"Ruben, Barbara",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16527,PRAC: HALF-TIME S TCH,4,"Swanson, Wendy",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16540,PRAC: FULL-TIME S TCH,1,"Swanson, Wendy",,,,,
,,,,,,,,,,
,,,,,,,,,,
,001,16328,PRACTICUM,1,"Shrier, Donna",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,006,10775,PRAC: INITIAL FIELD EXPERIENCE,1,"Shrier, Donna",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,135,16149,PRAC: ESL/BILINGUAL,3,"Beaulieu, Paul",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,136,16150,PRAC: ESL/BILINGUAL,3,"Pullen, Lynda",PJ,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
CI 510,001,10782,TOP: LANGUAGE OF ART ECE,1,"Carlis, Elizabeth",DM,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,002,14848,"TOP: PATTERNS, FNCTNS & CHANGE",3,"Rigelman, Nicole",,T 1700-2000,ED 308,,
,,,,,,,,,,
,,,,,,,,,,
,003,14849,TOP: TEACHER LEADERSHIP,3,"Yank, Howard",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,004,10779,TOP: INSTRUCTION & TECHNOLOGY,2,"Shrier, Donna",,R 1630-2030,ED 302,,
,,,,,,,R 1630-2030,ED 302,,
,,,,,,,R 1630-2030,ED 302,,
,005,16106,TOP: CLASSROOM MANAGEMENT,3,"Murray, Olivia",,M 1600-1830,ED 212,,
,,,,,,,,,,
,,,,,,,,,,
,006,10780,TOP: INITIAL FIELD EXPERIENCE,2,"Lingley, Audrey",,T 1630-1830,ED 402,,
,,,,,,,,,,
,,,,,,,,,,
,007,16164,TOP: STUDENT TEACHING II ELEM,9,"De La Vega, Esperanza",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,008,16213,TOP: ECE GUID DISC SPRT FOR LN,3,"Rector, Shiela",DA,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,105,15632,TOP: ENGAGE RDR/NURTURE WRTR,3,"Moll, Leanne",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,126,16058,TOP: IMPROVE WRTG STNDRDS BSD,3,"Shrier, Donna",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 522,002,10806,LITERACY FOUNDATIONS,4,,,M 1600-1830,,,
,,,,,,,,,,
,,,,,,,,,,
,003,15966,LITERACY FOUNDATIONS,4,"Ranker, Jason",,M 1630-1830,ED 202,,
,,,,,,,,,,
,,,,,,,,,,
CI 528,001,10807,LIT ASSESS FOR READ SPEC,3,,,T 1600-1830,,,
,,,,,,,,,,
,,,,,,,,,,
CI 532,110,15803,COMPUTER APPS FOR CLASSROOM,3,"Thomas, Stephanie",EH,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 543,001,14852,EFFECTIVE TEACHING STRATEGIES,3,"Gambrell, James",DZ,R 1840-2120,BHB 220,,
,,,,,,,,,,
,,,,,,,,,,
CI 563,001,10813,TEACHER AS RESEARCHER,4,"Narode, Ronald",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 565,103,15636,THEORTCL MODELS OF CURR,3,"Laurence, Wendi",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 572,001,10815,LANG & LITERACY/ECE,3,"Ranker, Jason",YN,W 1600-1830,BHB 220,,
,,,,,,,,,,
,,,,,,,,,,
CI 573,002,10816,ASMT & TECH IN ECE,3,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,050,16244,ASSESS & TEACH IN ECE,3,"Crandlemire, Susan",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 580,001,10817,THEORY OF INSTRUCTN,3,"Abramovitz, Jan",,R 1840-2120,ED 314,,
,,,,,,,,,,
,,,,,,,,,,
CI 581,001,10818,ISSUES IN EDUCATION,3,"Zenisek, Joseph",,R 1600-1830,ED 310G,,
,,,,,,,,,,
,,,,,,,,,,
,104,15637,ISSUES IN EDUCATION,3,"Lomas, Paige",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 590,001,10819,ACTION RESEARCH PROPOSAL,3,"Thao, Yer",,T 1840-2120,ED 314,,
,,,,,,,,,,
,,,,,,,,,,
CI 592,127,16057,DYNAMIC MODELS I/T DEVELOPMENT,3,"Bobula, Katherine",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
CI 603,0,16291,DISSERTATION,1 - 16,"Chaille, Christine",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16511,DISSERTATION,1 - 16,"Caskey, Micki",,,,,
,,,,,,,,,,
,,,,,,,,,,
CI 604,0,15785,INTERN: CHINESE TEACHING,1,"Stevens, Dannelle",,,,,
,,,,,,,,,,
,,,,,,,,,,
,001,10821,INTERN: CI EDD INTERNSHIP,1,"Stevens, Dannelle",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
CI 605,0,16210,R&C: DISS PROP PREP,1,"Caskey, Micki",,,,,
,,,,,,,,,,
,,,,,,,,,,
,0,16402,R&C: DISS PROP PREP,9,"Caskey, Micki",,,,,
,,,,,,,,,,
,,,,,,,,,,
CI 607,001,15963,SEM: LEADERSHIP SEMINAR,4,"Bright, Anita",,F 1700-2120,ED 408,,
,,,,,,,F 1700-2120,ED 408,,
,,,,,,,F 1700-2120,ED 408,,
CI 610,001,14850,TOP: EDD LEADERSHIP SEMINAR,4,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,002,10823,TOP: CI DISSERTATION SEMINAR,2,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,003,10825,TOP: CI CURRICLM DEVLPMNT SEM,2,,,,,,
,,,,,,,,,,
,,,,,,,,,,
COMM: Communication,,,,,,,,,,
,Sec,CRN,Title,Cr,Instructor's Name,Crosslist ID,Meeting Times,Location,,
COMM 100,001,10826,INTRO TO COMMUNICATION,4,"Mastarone, Ginnifer",,MW 0800-0950,CH 71,,
,,,,,,,,,,
,,,,,,,,,,
COMM 200,001,10828,PRINCIPLES OF COMMUNICATION,4,"Romaniuk, Tanya",,MW 0800-0950,NH 341,,
,,,,,,,,,,
,,,,,,,,,,
,002,10827,PRINCIPLES OF COMMUNICATION,4,"Ritchie, L",,TR 0800-0950,NH 341,,
,,,,,,,,,,
,,,,,,,,,,
,003,14546,PRINCIPLES OF COMMUNICATION,4,"Romaniuk, Tanya",,MW 1200-1350,ASRC 220,,
,,,,,,,,,,
,,,,,,,,,,
COMM 215,001,10830,INTRO INTERCULTURAL COMM,4,"Bagley, Kenneth",,TR 1000-1150,NH 350,,
,,,,,,,,,,
,,,,,,,,,,
COMM 220,002,10833,PUBLIC SPEAKING,4,"Holmes, Eric",,MW 0900-1050,ASRC 001,,
,,,,,,,,,,
,,,,,,,,,,
,003,10834,PUBLIC SPEAKING,4,"Blocker, Sascha",,M 1730-1920,CH 250,,
,,,,,,,,,,
,,,,,,,,,,
,004,10835,PUBLIC SPEAKING,4,"Atkin, Suzanne",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
,005,10832,PUBLIC SPEAKING,4,"Carey, Brady",,TR 1800-1950,OND 218,,
,,,,,,,,,,
,,,,,,,,,,
COMM 311,001,10836,RES MTHDS IN COMMUNICATION,4,"Spottswood, Erin",,MW 1200-1350,SRTC 247,,
,,,,,,,,,,
,,,,,,,,,,
COMM 313U,003,10837,COMMUNICATION IN GROUPS,4,"Tierney, Gisele",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
COMM 314U,001,10838,PERSUASION,4,"Kennamer, James",,MW 1000-1150,NH 341,,
,,,,,,,,,,
,,,,,,,,,,
COMM 318U,004,10839,FAMILY COMMUNICATION,4,"Bagley, Kenneth",,TR 1400-1550,ASRC 230,,
,,,,,,,,,,
,,,,,,,,,,
COMM 322,001,15148,MASS COMMUNICATION & SOCIETY,4,"Mastarone, Ginnifer",,MW 1000-1150,ASRC 215,,
,,,,,,,,,,
,,,,,,,,,,
COMM 323U,001,10840,INTRO TO ORG COMM,4,"Tierney, Gisele",,TR 0800-0950,BHB 222,,
,,,,,,,,,,
,,,,,,,,,,
COMM 326,001,10841,"COMM, SOCIETY & CULTURE",4,"Coleman, Cynthia",,TR 1000-1150,ASRC 215,,
,,,,,,,,,,
,,,,,,,,,,
COMM 329U,001,10842,INTRO HEALTH COMMUNICATION,4,"Mastarone, Ginnifer",,MW 1200-1350,BHB 222,,
,,,,,,,,,,
,,,,,,,,,,
COMM 336U,001,14545,METAPHORS IN COMMUNICATION,4,"Ritchie, L",,TR 1200-1350,NH 341,,
,,,,,,,,,,
,,,,,,,,,,
COMM 337U,001,10843,COMMUNICATION & GENDER,4,"Tierney, Gisele",HV,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
COMM 341,001,14554,INTRO TO PUBLIC RELATIONS,4,"Netzer, Joshua",,R 1730-2140,NH 341,,
,,,,,,,,,,
,,,,,,,,,,
COMM 389U,001,10844,ETHICS OF HUMAN COMMUNICATION,4,"Kennamer, James",,TR 1200-1350,NH 59,,
,,,,,,,,,,
,,,,,,,,,,
COMM 399,0,15567,SPST: PED WORKSHOP,2,"Shaker, Lee",,,,,
,,,,,,,,,,
,,,,,,,,,,
,001,14549,PRACTICUM: TA,4,"Bagley, Kenneth",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,002,15392,SPST: CAREER FOCUSED COMM,2,"Pacchione, Michael",,F 1730-2030,CH 325,,
,,,,,,,SU 0900-1800,CH 325,,
,,,,,,,,,,
,003,15393,SPST: LEADERSHIP & COMMUNICTN,2,"Atkin, Suzanne",,,WEB,,
,,,,,,,,,,
,,,,,,,,,,
COMM 410,001,14547,TOP: NEW MEDIA & TECH,4,,,W 1640-2020,,,
,,,,,,,,,,
,,,,,,,,,,
,002,15363,TOP: COMMUNICATION&TECHNOLOGY,4,"Spottswood, Erin",CD,W 1640-2020,UTS 304,,
,,,,,,,,,,
,,,,,,,,,,
COMM 412,001,14550,MEDIA EFFECTS,4,"Kennamer, James",,MW 1400-1550,NH 59,,
,,,,,,,,,,
,,,,,,,,,,
COMM 437,001,10849,URBAN COMMUNICATION,4,"Shaker, Lee",AC,TR 1400-1550,NH 350,,
,,,,,,,,,,
,,,,,,,,,,
COMM 503,001,10858,THESIS,1,"Frank, Lauren",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,C01,10851,THESIS,1,"Ritchie, L",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,C02,10854,THESIS,4,"Ritchie, L",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,D01,10855,THESIS,1,"Coleman, Cynthia",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,D02,10856,THESIS,4,"Coleman, Cynthia",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,I01,10852,THESIS,1,"Robinson, Jeffrey",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
,I02,10853,THESIS,4,"Robinson, Jeffrey",,,TBA,,
,,,,,,,,,,
,,,,,,,,,,
