Subj,Course,Subj Desc,Sec,CRN,Title,Schedule Type,Schedule Type Desc,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor ID,Crosslist ID,Approv,Detail Code,Fee,Min Credits,Max Credits,Prior Enrl,SCH,Auth Size,Actual Enrl,Seats Avail,% Capacity,Waitlist Max,Waitlist Actual,Waitlist Avail,Start Date 1,End Date 1,Time 1,Location 1,Instruct Method 1,Instruct Method Desc 1,Start Date 2,End Date 2,Time 2,Location 2,Instruct Method 2,Instruct Method Desc 2,Start Date 3,End Date 3,Time 3,Location 3,Instruct Method 3,Instruct Method Desc 3,Start Date 4,End Date 4,Time 4,Location 4,Instruct Method 4,Instruct Method Desc 4,Start Date 5,End Date 5,Time 5,Location 5,Instruct Method 5,Instruct Method Desc 5,Start Date 6,End Date 6,Time 6,Location 6,Instruct Method 6,Instruct Method Desc 6,Start Date 7,End Date 7,Time 7,Location 7,Instruct Method 7,Instruct Method Desc 7,Start Date 8,End Date 8,Time 8,Location 8,Instruct Method 8,Instruct Method Desc 8,Start Date 9,End Date 9,Time 9,Location 9,Instruct Method 9,Instruct Method Desc 9,Start Date 10,End Date 10,Time 10,Location 10,Instruct Method 10,Instruct Method Desc 10
BST,302U,Black Studies,1,10488,AFR-AMER EXP 20TH C,L,Lecture,Johnson,Ethan,924174393,,,,,4,4,26,80,30,20,10,0.67,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,SH 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,305U,Black Studies,1,15588,AFRICAN HISTORY BEFORE 1800,L,Lecture,Tappan,Jennifer,982433857,FQ,,,,4,4,0,4,60,1,59,0.02,1,0,1,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,ASRC 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,326U,Black Studies,1,10489,CUBA/DOMINCIAN REP/PUERTO RICO,L,Lecture,Ferbel-Azcarate,Pedro,964452651,,,,,4,4,44,68,41,17,24,0.41,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1000-1150,CH 383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,362U,Black Studies,2,15748,AFRICAN PREHISTORY,L,Lecture,Croff,Raina,982802504,,,,,4,4,0,28,30,7,23,0.23,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1730-2110,NH 307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,410,Black Studies,2,15957,TOP: BLACK FAMILIES IN THE US,L,Lecture,Hunte,Roberta,955893656,,,,,4,4,0,120,30,30,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,411,Black Studies,1,14485,SEM: BLACK PANTHER PARTY,L,Lecture,Imarisha,Walidah,981249114,,,,,4,4,0,52,30,13,17,0.43,0,0,0,9/29/2014 0:00,12/13/2014 0:00,W 1730-2110,XSB 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,411,Black Studies,4,14486,SEM: HIP-HOP & RACIAL IDEOLOGY,L,Lecture,Carter,Derrais,942143538,BG,,,,4,4,0,68,30,17,13,0.57,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,CH 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,414U,Black Studies,3,14488,RACISM,L,Lecture,Johnson,Ethan,924174393,BJ,,,,4,4,0,120,30,30,0,1,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1000-1150,CH 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,440U,Black Studies,2,16341,CARIBBEAN STUDIES,L,Lecture,Washington,Clare,940749287,,,,,4,4,0,44,25,11,14,0.44,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,450,Black Studies,2,14484,TOP: SOUL FOOD&SOCIAL JUSTICE,L,Lecture,Ferbel-Azcarate,Pedro,964452651,,,,,4,4,0,48,30,12,18,0.4,0,0,0,9/29/2014 0:00,12/13/2014 0:00,TR 1400-1550,NH 391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,450,Black Studies,3,16343,TOP: BLACK WOMEN IMAGS & DEPC,L,Lecture,Washington,Clare,940749287,IJ,,,,4,4,0,32,25,8,17,0.32,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,467U,Black Studies,1,10492,AFRICAN DEVELOPMENT ISSUES,L,Lecture,Smith-Buani,Joseph,967238155,,,,,4,4,35,104,38,26,12,0.68,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1840-2030,NH 222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,507,Black Studies,1,15224,SEM: SOCIAL JUSTICE PEDAGOGY,S,Seminar,Eck,Sally,901628858,AF,,,,4,4,0,20,7,5,2,0.71,0,0,0,9/29/2014 0:00,12/13/2014 0:00,T 1730-2110,CH 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,511,Black Studies,4,14487,SEM: HIP-HOP & RACIAL IDEOLOGY,L,Lecture,Carter,Derrais,942143538,BG,,,,4,4,0,8,5,2,3,0.4,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1400-1550,CH 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,514,Black Studies,3,14489,RACISM,L,Lecture,Johnson,Ethan,924174393,BJ,,,,4,4,0,12,5,3,2,0.6,0,0,0,9/29/2014 0:00,12/13/2014 0:00,MW 1000-1150,CH 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BST,550,Black Studies,3,16342,TOP: BLACK WOMEN IMAGS & DEPC,L,Lecture,Washington,Clare,940749287,IJ,,,,4,4,0,16,5,4,1,0.8,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,WEB,W,Fully Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,59,Chemistry,1,10601,WORKSHOP LEADER,E,Experiential Learning,Schwartz,Keith,987228747,,,,,0,0,12,0,20,0,20,0,0,0,0,9/29/2014 0:00,12/13/2014 0:00,,TBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,59,Chemistry,2,15593,WORKSHOP LEADER,L,Lecture,,,,,,,,0,0,0,0,25,1,24,0.04,25,0,25,9/29/2014 0:00,12/13/2014 0:00,,TBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,104,Chemistry,1,10602,INTRO CHEM I,L,Lecture,Peyton,Julie,974098865,,,,,4,4,117,504,190,126,64,0.66,190,0,190,9/29/2014 0:00,12/13/2014 0:00,MWF 0900-1005,SH 212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,107,Chemistry,11,10606,INTRO CHEM LAB I,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,24,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1015-1205,SRTC 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,107,Chemistry,16,10605,INTRO CHEM LAB I,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,22,22,24,22,2,0.92,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1300-1450,SRTC 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,107,Chemistry,17,10603,INTRO CHEM LAB I,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,14,15,24,15,9,0.63,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1500-1650,SRTC 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,107,Chemistry,31,10604,INTRO CHEM LAB I,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,17,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1015-1205,SRTC 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,107,Chemistry,941,10607,INTRO CHEM LAB I,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,10,9,24,9,15,0.38,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 1730-1920,SRTC 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,199,Chemistry,1,10608,SPST: PREPARATORY CHEMISTRY,L,Lecture,Strothkamp,Kenneth,909377507,,,,,3,3,90,183,130,61,69,0.47,100,0,100,9/29/2014 0:00,12/13/2014 0:00,MWF 1245-1350,SH ANNEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,199,Chemistry,2,10609,SPST: INTRO PRE-MED,L,Lecture,Shusterman,Gwendolyn,906693263,,,,,1,1,78,68,136,68,68,0.5,136,0,136,9/29/2014 0:00,12/13/2014 0:00,F 1300-1350,SB1 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,221,Chemistry,1,10612,GENERAL CHEMISTRY I,L,Lecture,Shusterman,Gwendolyn,906693263,,,,,4,4,270,1416,405,354,51,0.87,280,0,280,9/29/2014 0:00,12/13/2014 0:00,MWF 0845-0950,CLSB 1A001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,221,Chemistry,2,10611,GENERAL CHEMISTRY I,L,Lecture,Sheagley,Eric,981928652,,,,,4,4,272,1540,405,385,20,0.95,280,0,280,9/29/2014 0:00,12/13/2014 0:00,TR 1145-1335,CLSB 1A001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,221H,Chemistry,1,10613,HONORS GENERAL CHEMISTRY I,L,Lecture,Clare,Tami,928059512,,,,,4,4,27,136,34,34,0,1,30,0,30,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,SEH 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,223,Chemistry,1,10614,GENERAL CHEMISTRY III,L,Lecture,Johansson,Lars Erik,903751361,,,,,4,4,71,240,75,60,15,0.8,75,0,75,9/29/2014 0:00,12/13/2014 0:00,MWF 1015-1120,SRTC 247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,1,14612,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,1,4,9/29/2014 0:00,12/13/2014 0:00,M 1045-1335,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,2,14613,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1045-1335,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,3,14614,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1045-1335,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,4,14615,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1045-1335,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,5,14616,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1430-1720,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,6,14617,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1430-1720,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,7,14618,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,M 1430-1720,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,8,14619,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,1,4,9/29/2014 0:00,12/13/2014 0:00,M 1430-1720,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,9,14620,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,22,24,22,2,0.92,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1045-1335,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,10,14621,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,7,24,7,17,0.29,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1045-1335,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,12,14623,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,4,24,4,20,0.17,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1045-1335,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,13,14624,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,2,3,9/29/2014 0:00,12/13/2014 0:00,T 1430-1720,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,14,14625,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1430-1720,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,15,14626,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1045-1335,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,16,14627,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1045-1335,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,17,14628,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1045-1335,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,19,14630,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1430-1720,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,20,14631,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,W 1430-1720,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,21,14632,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 0745-1035,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,22,14633,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,1,4,9/29/2014 0:00,12/13/2014 0:00,R 0745-1035,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,23,14634,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,23,24,23,1,0.96,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 0745-1035,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,25,14636,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,15,24,15,9,0.63,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 1045-1335,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,26,14637,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,2,24,2,22,0.08,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 1045-1335,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,28,14639,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,0,24,0,24,0,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 1045-1335,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,29,14640,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,5,3,2,9/29/2014 0:00,12/13/2014 0:00,R 1430-1720,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,30,15734,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,24,0,24,9/29/2014 0:00,12/13/2014 0:00,W 1430-1720,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,31,15736,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,24,0,24,9/29/2014 0:00,12/13/2014 0:00,R 1430-1720,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,32,15737,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,23,24,23,1,0.96,24,0,24,9/29/2014 0:00,12/13/2014 0:00,R 1430-1720,CLSB 2N066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,33,15740,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,24,24,24,0,1,24,0,24,9/29/2014 0:00,12/13/2014 0:00,T 1430-1720,CLSB 2N099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,34,16319,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,,,1,1,0,18,24,18,6,0.75,24,0,24,9/29/2014 0:00,12/13/2014 0:00,T 0745-1035,CLSB 2N056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227,Chemistry,35,16320,LAB FOR CH 221,B,Lab/Studio,Sheagley,Eric,981928652,,,,,1,1,0,20,24,20,4,0.83,24,0,24,9/29/2014 0:00,12/13/2014 0:00,W 1035-1345,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227H,Chemistry,1,10643,HONORS LAB FOR CH 221H,B,Lab/Studio,Clare,Tami,928059512,,,M105,35,1,1,14,17,17,17,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 1100-1305,SRTC 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,227H,Chemistry,2,10644,HONORS LAB FOR CH 221H,B,Lab/Studio,Clare,Tami,928059512,,,M105,35,1,1,13,17,17,17,0,1,5,0,5,9/29/2014 0:00,12/13/2014 0:00,R 1100-1305,SRTC 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,229,Chemistry,1,14641,LAB FOR CHEM 223,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,21,24,21,3,0.88,5,0,5,9/29/2014 0:00,12/13/2014 0:00,T 0745-1035,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,229,Chemistry,5,15735,LAB FOR CHEM 223,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,6,24,6,18,0.25,24,0,24,9/29/2014 0:00,12/13/2014 0:00,R 1430-1720,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,229,Chemistry,6,15738,LAB FOR CHEM 223,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,13,24,13,11,0.54,24,0,24,9/29/2014 0:00,12/13/2014 0:00,W 1430-1720,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,229,Chemistry,7,15739,LAB FOR CHEM 223,B,Lab/Studio,Sheagley,Eric,981928652,,,M105,35,1,1,0,7,24,7,17,0.29,24,0,24,9/29/2014 0:00,12/13/2014 0:00,T 1430-1720,CLSB 2N089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,250,Chemistry,1,10648,NUTRITION,L,Lecture,Horgan,Angela,960173715,,,,,4,4,87,360,100,90,10,0.9,100,0,100,9/29/2014 0:00,12/13/2014 0:00,R 1400-1550,SB1 107,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,1,10662,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,8,10,10,10,0,1,10,0,10,9/29/2014 0:00,12/13/2014 0:00,W 1300-1450,SB1 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,2,10663,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,9,5,10,5,5,0.5,10,0,10,9/29/2014 0:00,12/13/2014 0:00,R 0800-0950,NH 382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,3,10656,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,8,6,10,6,4,0.6,10,0,10,9/29/2014 0:00,12/13/2014 0:00,R 1000-1150,FAB 40-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,5,10657,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,8,2,10,2,8,0.2,10,0,10,9/29/2014 0:00,12/13/2014 0:00,R 1200-1350,SB1 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,6,10653,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,10,6,10,6,4,0.6,10,0,10,9/29/2014 0:00,12/13/2014 0:00,R 1400-1550,UTS 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,7,10658,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,8,6,10,6,4,0.6,10,0,10,9/29/2014 0:00,12/13/2014 0:00,R 1400-1550,CH 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,8,10661,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,9,4,10,4,6,0.4,10,0,10,9/29/2014 0:00,12/13/2014 0:00,F 0800-0950,NH 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,284,Chemistry,9,10659,GEN CHEM WORKSHOP I,D,Discussion,Shusterman,Gwendolyn,906693263,,,,,1,1,8,0,10,0,10,0,10,0,10,9/29/2014 0:00,12/13/2014 0:00,F 0800-0950,SEH 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
